target_id,jurisdiction_name,state,target_type,expected_archetype,expected_classification,row_role,target_key,source_identity,selection_reason,run_start,run_started_at,run_stop,run_stopped_at,runtime_min,review_start,review_started_at,review_stop,review_stopped_at,human_min,match_status,generation_status,exception_class,parity_ok,outcome,next_action,canonical_jurisdiction_id,exception_workspace_url,portfolio_sync_ok,checksum_run_1,checksum_run_2,checksum_parity_ok,timer_integrity_ok
MB100-078,El Paso,TX,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:tx/place:el_paso,place-4824000,Adds a second Texas municipal scale sample.,TRUE,2026-08-11 20:38:53,TRUE,2026-08-11 20:43:23,4.5,TRUE,2026-08-11 21:02:03,TRUE,2026-08-11 21:23:42,21.7,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-079 Pittsburgh under the frozen Measured Batch 100 protocol.,jur-us-tx-el-paso,,TRUE,f22b43037460c2b96c2d8e6a82c10f212e62b1cdcdca63225f5ff50a416be3e4,f22b43037460c2b96c2d8e6a82c10f212e62b1cdcdca63225f5ff50a416be3e4,TRUE,FALSE
MB100-079,Pittsburgh,PA,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:pa/place:pittsburgh,place-4261000,Adds a Pennsylvania municipal counterpart to Allegheny County.,TRUE,2026-08-11 20:40:25,TRUE,2026-08-11 20:43:24,3.0,TRUE,2026-08-11 20:50:41,TRUE,2026-08-11 20:56:35,5.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-080 Toledo under the frozen Measured Batch 100 protocol.,jur-us-pa-pittsburgh,,TRUE,82d04f70b5d3ba47f4e385ccc06caff9af442502db4faf67f8e054b9c512fb5e,82d04f70b5d3ba47f4e385ccc06caff9af442502db4faf67f8e054b9c512fb5e,TRUE,FALSE
MB100-080,Toledo,OH,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:oh/place:toledo,place-3977000,Adds a second Ohio municipal scale sample.,TRUE,2026-08-11 22:49:48,TRUE,2026-08-11 22:49:48,0.0,TRUE,2026-08-11 22:49:48,TRUE,2026-08-11 22:49:48,0.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-081 Minneapolis under the frozen Measured Batch 100 protocol.,jur-us-oh-toledo,,TRUE,514ba8e666c998a008a9a6c6149c79ef356b29b32ca9ec2ccdb04c7422a764a0,514ba8e666c998a008a9a6c6149c79ef356b29b32ca9ec2ccdb04c7422a764a0,TRUE,FALSE
MB100-081,Minneapolis,MN,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:mn/place:minneapolis,place-2743000,Adds a Minnesota municipal counterpart to Hennepin County.,TRUE,2026-08-11 21:10:19,TRUE,2026-08-11 21:12:19,2.0,TRUE,2026-08-11 21:17:33,TRUE,2026-08-11 21:22:26,4.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-082 Appleton under the frozen Measured Batch 100 protocol.,jur-us-mn-minneapolis,,TRUE,1683ba1a8fe5eb7847e19d288ed84154aa233efe7037336b5e0e788c4f954fb8,1683ba1a8fe5eb7847e19d288ed84154aa233efe7037336b5e0e788c4f954fb8,TRUE,FALSE
MB100-082,Appleton,WI,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:wi/place:appleton,place-5502375,Tests an ordinary Wisconsin place spanning three counties.,TRUE,2026-08-11 22:22:00,TRUE,2026-08-11 22:25:46,3.8,TRUE,2026-08-11 22:25:54,TRUE,2026-08-11 22:56:06,30.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-083 Lincoln under the frozen Measured Batch 100 protocol.,jur-us-wi-appleton,,TRUE,70744bfc1d5420c570b9d70415192c3681728dd7f0bb0ae6e63451026e928b1f,70744bfc1d5420c570b9d70415192c3681728dd7f0bb0ae6e63451026e928b1f,TRUE,FALSE
MB100-083,Lincoln,NE,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ne/place:lincoln,place-3128000,Adds a second Nebraska municipal scale sample.,TRUE,2026-08-11 21:30:06,TRUE,2026-08-11 21:32:53,2.8,TRUE,2026-08-11 21:37:17,TRUE,2026-08-11 21:42:34,5.3,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-084 Topeka under the frozen Measured Batch 100 protocol.,jur-us-ne-lincoln,,TRUE,639290455c14c451d7fbaeca8432c67be45c27aedb40520f55d22306f3d71aa2,639290455c14c451d7fbaeca8432c67be45c27aedb40520f55d22306f3d71aa2,TRUE,TRUE
MB100-084,Topeka,KS,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ks/place:topeka,place-2071000,Adds a second Kansas municipal scale sample.,TRUE,2026-08-11 23:30:03,TRUE,2026-08-11 23:32:50,2.8,TRUE,2026-08-11 23:32:50,TRUE,2026-08-11 23:49:17,16.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-085 Knoxville under the frozen Measured Batch 100 protocol.,jur-us-ks-topeka,,TRUE,6fad8428600fcfb14b93214ba72ba111f99739d8deb1e327f76bc566568421ad,6fad8428600fcfb14b93214ba72ba111f99739d8deb1e327f76bc566568421ad,TRUE,FALSE
MB100-085,Knoxville,TN,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:tn/place:knoxville,place-4740000,Adds an ordinary Tennessee place beside the Nashville metro edge case.,TRUE,2026-08-11 21:55:48,TRUE,2026-08-11 21:56:40,0.9,TRUE,2026-08-11 22:01:54,TRUE,2026-08-11 22:13:00,11.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-086 Savannah under the frozen Measured Batch 100 protocol.,jur-us-tn-knoxville,,TRUE,2a49342b6ab76a42558d44ae42b77d438f9d109db97c858ef28ae006daf9a9f1,2a49342b6ab76a42558d44ae42b77d438f9d109db97c858ef28ae006daf9a9f1,TRUE,TRUE
MB100-086,Savannah,GA,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ga/place:savannah,place-1369000,Adds a second Georgia municipal scale sample.,TRUE,2026-08-12 00:00:32,TRUE,2026-08-12 00:02:40,2.1,TRUE,2026-08-12 00:04:56,TRUE,2026-08-12 00:23:03,18.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-087 Provo under the frozen Measured Batch 100 protocol.,jur-us-ga-savannah,,TRUE,f929ffb20ca7edb63187ea3668a8a9d19acfac882b7ecc28ffcf414e39c24a89,f929ffb20ca7edb63187ea3668a8a9d19acfac882b7ecc28ffcf414e39c24a89,TRUE,FALSE
MB100-087,Provo,UT,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ut/place:provo,place-4962470,Adds a second Utah municipal scale sample.,TRUE,2026-08-11 22:28:37,TRUE,2026-08-11 22:29:10,0.5,TRUE,2026-08-11 22:35:45,TRUE,2026-08-11 22:45:54,10.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-088 Miami under the frozen Measured Batch 100 protocol.,jur-us-ut-provo,,TRUE,e5d183ec983ccfc5957b977a76d9beabd8d9ce7c5fd0a5ba439287bb8cf1972c,e5d183ec983ccfc5957b977a76d9beabd8d9ce7c5fd0a5ba439287bb8cf1972c,TRUE,FALSE
MB100-088,Miami,FL,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:fl/place:miami,place-1245000,Adds a Florida municipal counterpart to Miami-Dade County.,TRUE,2026-08-12 00:34:10,TRUE,2026-08-12 00:36:52,2.7,TRUE,2026-08-12 00:38:16,TRUE,2026-08-12 00:59:43,21.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-089 Springfield under the frozen Measured Batch 100 protocol.,jur-us-fl-miami,,TRUE,e0856bb663dcdbc5eff384349d1c68c7bfefa99cda01dd31c599ba072f352b04,e0856bb663dcdbc5eff384349d1c68c7bfefa99cda01dd31c599ba072f352b04,TRUE,FALSE
MB100-089,Springfield,IL,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:il/place:springfield,place-1772000,Extends Illinois coverage with an ordinary incorporated place.,TRUE,2026-08-11 22:53:21,TRUE,2026-08-11 22:55:28,2.1,TRUE,2026-08-11 22:58:11,TRUE,2026-08-11 23:17:21,19.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-090 Jefferson County under the frozen Measured Batch 100 protocol.,jur-us-il-springfield,,TRUE,526932d63280e01989d4ca34141f1491cbce35c9b4d48251f205769435a025a2,526932d63280e01989d4ca34141f1491cbce35c9b4d48251f205769435a025a2,TRUE,FALSE
MB100-090,Jefferson County,AL,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:al/county:jefferson,county-01073,Adds AR-002 county coverage in Alabama.,TRUE,2026-08-12 07:10:48,TRUE,2026-08-12 07:11:37,0.8,TRUE,2026-08-12 07:12:39,TRUE,2026-08-12 07:32:36,20.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-091 Hawaii County under the frozen Measured Batch 100 protocol.,jur-us-al-jefferson-county,,TRUE,cb4a43b15c39740e76690d739480fd71d3d27802d917f5898badf0a833649dad,cb4a43b15c39740e76690d739480fd71d3d27802d917f5898badf0a833649dad,TRUE,FALSE
MB100-091,Hawaii County,HI,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:hi/county:hawaii,county-15001,"Adds first MB100 coverage for Hawaii, where county government is the relevant local layer.",TRUE,2026-08-11 23:36:10,TRUE,2026-08-11 23:37:15,1.1,TRUE,2026-08-11 23:37:16,TRUE,2026-08-11 23:48:04,10.8,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-092 Ada County under the frozen Measured Batch 100 protocol.,jur-us-hi-hawaii-county,,TRUE,cfb6c5921b1f9ac504bdd93fe3b1dfaf11bedce8d9d3741534e9fe17824f4322,cfb6c5921b1f9ac504bdd93fe3b1dfaf11bedce8d9d3741534e9fe17824f4322,TRUE,FALSE
MB100-092,Ada County,ID,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:id/county:ada,county-16001,Adds AR-002 county coverage in Idaho.,TRUE,2026-08-12 08:55:35,TRUE,2026-08-12 08:56:10,0.6,TRUE,2026-08-12 09:02:50,TRUE,2026-08-12 09:27:56,25.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-093 Marion County under the frozen Measured Batch 100 protocol.,jur-us-id-ada-county,,TRUE,829b2468f3eabc85c48a5e8395ecc15c426835094e345964c4de3ce3411e8096,829b2468f3eabc85c48a5e8395ecc15c426835094e345964c4de3ce3411e8096,TRUE,TRUE
MB100-093,Marion County,IN,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:in/county:marion,county-18097,Tests a county participating in Indianapolis consolidated-government geography.,TRUE,2026-08-12 00:07:23,TRUE,2026-08-12 00:30:00,22.6,TRUE,2026-08-12 00:30:00,TRUE,2026-08-12 00:31:26,1.4,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-094 Polk County under the frozen Measured Batch 100 protocol.,jur-us-in-marion-county,,TRUE,e72f9530c740dbb322308e71e21c6114835da21b244279d419f121495568c72a,e72f9530c740dbb322308e71e21c6114835da21b244279d419f121495568c72a,TRUE,FALSE
MB100-094,Polk County,IA,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:ia/county:polk,county-19153,Adds AR-002 county coverage in Iowa.,TRUE,2026-08-12 13:22:05,TRUE,2026-08-12 13:23:01,0.9,TRUE,2026-08-12 13:26:38,TRUE,2026-08-12 13:45:43,19.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-095 Cumberland County under the frozen Measured Batch 100 protocol.,jur-us-ia-polk-county,,TRUE,31985c3f92d143ec821c71b6b5321b6b5ad91a77dad2187dd5e5f8afaee0b3e0,31985c3f92d143ec821c71b6b5321b6b5ad91a77dad2187dd5e5f8afaee0b3e0,TRUE,FALSE
MB100-095,Cumberland County,ME,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:me/county:cumberland,county-23005,Adds AR-002 county coverage in Maine.,TRUE,2026-08-12 00:38:20,TRUE,2026-08-12 01:10:20,32.0,TRUE,2026-08-12 01:10:20,TRUE,2026-08-12 01:11:49,1.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-096 Jackson County under the frozen Measured Batch 100 protocol.,jur-us-me-cumberland-county,,TRUE,ec592e1d62f4f14d3075614368fa6f5f0777c1fd564ee3c885c99946e97056db,ec592e1d62f4f14d3075614368fa6f5f0777c1fd564ee3c885c99946e97056db,TRUE,FALSE
MB100-096,Jackson County,MO,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:mo/county:jackson,county-29095,Pairs Kansas City with one of its principal counties.,TRUE,2026-08-12 14:43:39,TRUE,2026-08-12 14:48:26,4.8,TRUE,2026-08-12 15:13:04,TRUE,2026-08-12 15:15:01,2.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-097 Yellowstone County under the frozen Measured Batch 100 protocol.,jur-us-mo-jackson-county,,TRUE,cf7e6ee03cfc923aaed012a6f8b437bff9aae5b496f8daaac7d27f148ec48f02,cf7e6ee03cfc923aaed012a6f8b437bff9aae5b496f8daaac7d27f148ec48f02,TRUE,TRUE
MB100-097,Yellowstone County,MT,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:mt/county:yellowstone,county-30111,Adds AR-002 county coverage in Montana.,TRUE,2026-08-12 07:06:30,TRUE,2026-08-12 07:26:25,19.9,TRUE,2026-08-12 07:26:25,TRUE,2026-08-12 07:28:17,1.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-098 Hillsborough County under the frozen Measured Batch 100 protocol.,jur-us-mt-yellowstone-county,,TRUE,b837e834cdd567fed9a0a91f35a1108804c909a476d77cb7bef7171a5158bb15,b837e834cdd567fed9a0a91f35a1108804c909a476d77cb7bef7171a5158bb15,TRUE,FALSE
MB100-098,Hillsborough County,NH,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:nh/county:hillsborough,county-33011,Adds AR-002 county coverage in New Hampshire.,TRUE,2026-08-12 15:31:56,TRUE,2026-08-12 15:38:25,6.5,TRUE,2026-08-12 15:53:39,TRUE,2026-08-12 15:55:12,1.6,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-099 Essex County under the frozen Measured Batch 100 protocol.,jur-us-nh-hillsborough-county,,TRUE,39a4bc255a18770f04b623983733f6d43928dbfb016831c3d54bc37d88f83dc8,39a4bc255a18770f04b623983733f6d43928dbfb016831c3d54bc37d88f83dc8,TRUE,TRUE
MB100-099,Essex County,NJ,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:nj/county:essex,county-34013,Pairs Newark with its county and extends New Jersey coverage.,TRUE,2026-08-12 13:21:28,TRUE,2026-08-12 13:37:43,16.3,TRUE,2026-08-12 13:54:59,TRUE,2026-08-12 13:56:35,1.6,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-100 Multnomah County under the frozen Measured Batch 100 protocol.,jur-us-nj-essex-county,,TRUE,4de211a256d0818d0435dfe857a6a5b48b51bab254da0ccb5d04db8953db6455,4de211a256d0818d0435dfe857a6a5b48b51bab254da0ccb5d04db8953db6455,TRUE,FALSE
MB100-100,Multnomah County,OR,county,AR-002,government,MEASURED — KNOWN,ocd-division/country:us/state:or/county:multnomah,county-41051,Pairs Portland with its principal county and extends Oregon coverage.,TRUE,2026-08-12 19:42:06,TRUE,2026-08-12 19:49:37,7.5,TRUE,2026-08-12 20:07:46,TRUE,2026-08-12 20:08:47,1.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Batch complete.,jur-us-or-multnomah-county,,TRUE,3360855bb78889145eea8a8c4545d088c89124ee31711541d75683d7feab3e76,3360855bb78889145eea8a8c4545d088c89124ee31711541d75683d7feab3e76,TRUE,TRUE
